"Label","Text","Token_Length","Avg_Token_Length"
"religious_hatred"," কেয়ামত পর্যন্ত চেষ্ করল ও কেউ প্রমান কর পারব না য মুসলিম জোড় কর ধর্মান্তরিত কর ৷ য সত্য চিন পার স মিথ্য বন্ধন ছেদ কর সত্য অাকড় ধরব এ স্বাভাবিক ৷ মিথ্য অাকড় ধর জ্ঞানহীন নির্বোধ ৷ ","38","4"
"religious_hatred"," বৎসর আগ কোথায় ছিলেন? আপন ত হিন্দুত্ব বই পারব পাল্টাতে? শুধু ধর্ম পাল্টাল হ না মন টা পাল্টান ","18","4"
"inciteful"," আমি চলমান ছাত্র আন্দোলন সমর্থন জানা ","6","5"
"inciteful"," এ নিরাপদ সড়ক আন্দোলন থ সরক পতন আন্দোলন হ উঠল সে সমর্থন জানা ","13","5"
"political_comment"," আমি জানি এ আন্দোলন সিআইএ’র বড় ইন্ধন আ তবু আমি এ আন্দোলন সমর্থন জানা ","14","4"
"political_comment"," কারণ শেখ হাসিনা দেশ সাথ বেঈমানি কর ","7","5"
"political_comment"," স বঙ্গবন্ধু নাম বিক্রি কর দেশ সম্পদ নিজ পকাট পুড় ","10","4"
"political_comment"," কারণ এ আন্দোলন আওয়ামীলীগ বিরুদ্ধ জনগণ চরম ক্ষোভ বহি প্রকাশ ","9","6"
"political_comment"," - কোট নাম অযোগ্য লোক চাকুরী দেয়া ","7","4"
"political_comment"," - দেশ উৎপাদনশীল খাত বন্ধ কর দেশ আমদানি নির্ভর ক ","10","4"
"political_comment"," - রূপপুর পারমানবিককেন্দ্র রামপাল বিদ্যুৎকেন্দ্র মত দেশবিধ্বংসী প্রজেক্ট বাস্তবায়ন ক ","10","7"
"hate_speech"," ইহুদীবাদী কর্পোরেট হা দেশ তুল দেয় জন্য কর্পোরেটোক্রেসি পলিসি বাস্তবায়ন কাজ ক ","12","6"
"inciteful"," পাঠ্যবইয় মধ্য সিআইএ এবং র’ এর পাঠ্য অন্তর্ভূক্ত ক ","9","5"
"inciteful"," টাক লোভ সিআইএ’র ইউএসজিএলসি এনজিও বাংলাদাশ অবাধ কার্যক্রম কর দেয়া ","10","6"
"political_comment"," জনগণ টাকা অবাধ লুটপাট ক ","5","5"
"religious_hatred"," ধর্মবিরোধী অবস্থান নেয়া মসজিদ ভাঙ্গ আইন ক মাদ্রাসা পাঠ্যবই ধর্মগ্রন্থ মনগড়া ","11","7"
"religious_hatred"," সংখ্যাগরিষ্ঠ মুসলমান ছুড় ফাল সংখ্যালঘু হিন্দু প্রাধান্য দেয়া ভিআইপি পর্যাদা দেয়া ","11","7"
"religious_hatred"," ১০ বছর স্বেচ্ছাচারিতা আর বেপরোয়া সিদ্ধান্ত ডিনামাইট হ সংরক্ষিত ছিলো ","10","6"
"religious_hatred"," সেখান শেখ হাসিনা বলেছিলাম- এরদোগান পলিসি খেয়াল করুন ","8","6"
"political_comment"," আওয়ালীমীলীগ মাথা ভারতী কংগ্রেস নিজ এখন বিজেপির চাপ মধ্য ","9","6"
"political_comment"," এক দেশ চালানোর জন্য দরক প্রচুর মেধাবী ও যোগ্যলোক আর আপনি ব ব গণ্ডমূর্খ দি সরক সাজিয় যা ক্লাস ৫ এর বাচ্চা মত রিডিং পড় পার না তা এ বিপদ আপনা সুবুদ্ধি দিব কিভাব ? ","36","4"
"political_comment"," তাছাড়া আওয়ামীলীগ নিজ অবস্থা টালমাটাল আওয়ামীলীগ শত্রু আওয়ামীলীগ ভেতর নিজ মার্কিনবিরোধী হওয় পর গুরুত্বপূর্ণ মন্ত্রীত্ব পদ শিক্ষা তথ্য ও যোগাযোগ এবং অর্থমন্ত্রনাল সিআইএ ঘেষা লোক মন্ত্রীত্ব দেয়া হ হিন্দুপ্রাম দিওয়ানা হ সিআইএ’র পাক্কা এজেন্ট সিনহা প্রধানবিচারপতি বানানোর কি শিক্ষা হ সে ত শিক্ষা হয়নি ","44","6"
"political_comment"," শেখ হাসিনা ১০ বছর বাংলাদেশ ক্ষমতা আ এ ঠিক কিন্তু স অবশ্য গাদ্দাফি’র মত শক্তিশালী হয়নি গাদ্দাফি টানা ৪২ বছর ক্ষমতা ছিলো এবং দেশ অর্থনীতির অনেক উন্নয়ন করেছিলো কিন্তু সিআইএ আর বসন্ত নাম দি গাদ্দাফির পতন ঘ গু কর হত্যা কর এরপর মাত্র ৯ মাস পর ম ২০১২ হলিউড রিল কর দে দ্য ডিক্টেটর নামক মুভি মানুষ গাদ্দাফির জন্য কাদব বা সিআইএ ভৎর্সনা ক তো দূর কথা উল্ ‘আলাদ্দিন মাদারফাকার’ গান গা গাদ্দাফি ব্যঙ্গ কর একইভাব এ আন্দোলন শেখ হাসিন ক্ষেত্র যদি এক ঘটনা ঘট তব অবাক হওয় কিছু দেখি না ","91","4"
"inciteful"," ছাত্র স্বত ফূর্তভাব নেম এবং আন্দোলন চলুক সমস্যা না আম শেষ লাইন খেয়াল করুন- “আন্দোলন চলুক তব ফলাফল য জনগণ হা থা ” ","21","5"
"political_comment"," এ আন্দোলন পর সরক কিন্তু বিএনপির ফখরুল বাসা হামলা করেনি কর বদিউল আলম মজুমদার বাসা য এক সম নাস কনসালটেন্ট ছিলো মার্কিন রাষ্ট্রদূত গাড়ি হামলা হ গ্রেফত ক হ দৃক গ্যালারির শফিউল আলম এ লোক ক এ জান দরক আ ","41","5"
"inciteful"," সরাসরি সিআইএ য জরিত এ আন্দোলন এ বুঝ ঘেলু লাগ চোখ তুল তাকান বুঝ পারব না পারল পড়াশুনা কর ","17","5"
"hate_speech"," বাল পাকনামি না ক ব্যাট ","5","5"
"inciteful"," গাদ্দাফির পতন জন্য য আন্দোলন লিবিয় জনগণ কর আন্দোলন কী আম বুঝ পেরেছিলাম য এ সি আ এ কর ","19","4"
"inciteful"," আগ বলসি বাংলাদেশ ক সিরিয়া বানানোর ষড়যন্ত্র ","7","5"
"political_comment"," যা অস্বীক কর চাচ্ছ য ছাত্র আন্দোলন সি আ এর হাত ন তব বলুন আওয়ামী পাচা প্রথম আলো ছাত্র আন্দোলন পক্ষ সাফা গাই ক ?বিবিসি বা চেহা পাল্টালো ক ? ","30","4"
"political_comment"," আব্দুল্লাহ আল নোমান সিআইএর ইন্ধন এ আন্দোলন বেগবান হ তা সুস্পষ্ট এ আন্দোলন প্রেক্ষি আওয়ামীলীগ প্রতিক্রিয়া গুলো ভালভাব দেখুন সব বুঝ পারব তব আওয়ামীলীগ আমেরিক বিরোধী এ ভাব সুযোগ ন আওয়ামীলীগ মার্কিন প্রভূ বিশ্বাস অর্জন কর অপ্রাণ প্রচেষ্ চালি যা কিন্তু মার্কিনি হাসিনা বিশ্বাস করেনা এ হাসিন দু খ ","48","6"
"political_comment"," ছাত্র আন্দোলন শাষ আপনি হাজির জাফর ইকবাল ক মৃত ঘোষনা র মত ","12","4"
"political_comment"," আন্দোলন থাম গাল সমস্যা না আন্দোলন ফলাফল যা হওয় হ গ এক বিরাট শ্রেণী য শ্রেণীট আজ বিশ্ব চ্যাম্পিয়ন ক্রিকাট হারানোর ফল বাংলাদেশ পক্ষ স্ট্যাটাস দি ফুলঝুড়ি উঠানোর কথা ছিলো তা আজ ক্রিকেট ভুল জাগ উঠ তা আজ অন্যায় বিরুদ্ধ কথা বল এ আমি চাইতাম ","45","5"
"political_comment"," তব আজক য স্ট্যাটাস আমি দিলাম সে যদি ৭ দিন আগ দিতাম তব এ আন্দোলন বিরুদ্ধচারণ কর স্ট্যাটাস হ কিন্তু আজ আন্দোলন পরিণত হ গ ফল আম স্ট্যাটাস আন্দোলন বিরুদ্ধ অবস্থান নাব না গত ৭ দিন আম চুপ থাক অন্যতম কারণ এ তব আন্দোলন ফলাফল য কোন বিদেশী শক্তির ঘর না উঠ জনগণ ঘর উঠ তা আম এ স্ট্যাটাস ","59","4"
"inciteful"," হাসিনা গাল খালেদা আসব ভ পাওয় কি আছেবুঝতে নাদাশ কি ভারতী বা আমেরিকান আর্মি পাঠাব ","15","5"
"inciteful"," সাবরিনা জাহান গতকাল হ সামন কয়েক দিন আইনশৃঙ্খলা বাহিনীর উপর চোখ রাখুন তা কিছু শুশিল সমাজ য নাগরিক ক যা বাংলাদেশ কোন রাজনৈতক দল সাথ সরাসরি জরিত নে মন হব এমন কিছু সাংবাদিক প্রফেসর সংস্থা পরিচালক দের গ্রেফত কর পার আপনি তখন ভাব পার এ ক কেনো গ্রেফত কর সরক ঐ সব মানুষ ব্যক্তি গত তথ্য গুলা নি চিন্তা ভাবনা করল বুঝ পারব সিআইএ কা ","62","5"
"political_comment"," আপন যেরকম বুদ্ধি সেভাব কত বোকার ব্রেনওয়াশ কর শেখ হাসিন এক পশম সমান যোগত্যা আপন ন সবকিছুর ভেতর দেশ বিক্রিরভারত সিআইএ আমেরিকা হইুদী জড়ি দি গুজব সৃষ্ কর কত মানুষ আ যা আপনি হিপনোটাইস কর যা বুঝান তা বুঝ কিন্তু এ প্রদ্ধতি সব জন্য কাজ আসব না ","45","5"
"political_comment"," গুজব লীগ এজেন্ট ","3","5"
"political_comment"," দালাল কাজ না আসল প্রকৃত দেশ প্রেমিক আসে! ","8","5"
"religious_hatred"," কয়লা চোর বাটপ নেমকহারামমুনাফেক ভুয়া তো বাচ্চা দাখ কান্না কর যে! ","11","5"
"political_comment"," আওয়ামীলীগ দোষত্রু আ তব ষড়যন্ত্রকারী ও দালাল থ সাবধান ","9","6"
"political_comment"," অবশ্য অাপন ম গণ্ডমূর্খ যুক্তি বাট খাওয়াল কাজ অাসবেনা! ","9","6"
"political_comment"," যত্তসব পা চা মূর্খলীগ চামচা এখান অাস কি করতে?@😰 ","9","4"
"political_comment"," হাসিনা যদি এত বুদ্বিমান হ তাহল রোহিঙ্গা ইসু এতোদিন সমাধান হ যেত আর যা হোক মহিলা ব্র দিয় দেশ চল না ","21","4"
"political_comment"," ওন তো কিছু কর না কারণ এক সমস্য সমাধান দেওয় ম বুদ্ধি ওন না মুসলিম জায়গা দিয় কিন্তু এ বিশাল জনসংখ্যা নিয় এখন কি করব সে ত মাথায় ঢুক না একজন জান না অন্য দেশ মানুষ জায়গা দেওয় পর স্টেপ কি নি হব না পারত মায়ানমার ফিরিয় দি না পারত এ জনসংখ্য বিষ্ফোরন সামলা ব্রেনলেস পাবলিক শুধু পার ত পশম যোগ্যতা খুঁজ যত্তসব ","63","5"
"religious_hatred"," লীগ তো নাস্তি ভ ","4","4"
"political_comment"," আপনি কিভাব মন করেণ ফলাফল জনগন পাবে? আওয়ামী লীগ আভ্যন্তরিন কথা যা বল ঠিক বল মান নিলাম এ মুহূর্ যদি বি এন পি ক্ষমতা থাক তা চরিত্র কারিকুলাম কি এক হতোনা? আওয়ামী লীগ পতন আপনি খুশী তারপর? ক্ষমতা কা দেখ চান? বিএনপি ছাড়া কেউ কি আছে? আর তা বা হা ভবন শাসন কি জনগন দাখ নাই? ","56","4"
"political_comment"," সাধারণ জনগন অগ্নীকুন্ড মধ্য ফাল দেশ কিছু পাব না আর শিশু কিশোর দ্বা শুরু হল এখন আর ঐ অবস্থা না লাশ পড় লাশ তাজা প্রাণ ঝর ভবিষ্যত প্রজন্ম রক্ত ঝর আপনি ও আপন ম যা প্ররোচনা দি শিশু আন্দোলন ভর কর জাতীর মঙ্গল আশা কর তা হ ভুল স্বপ্ন দেখছ আজক শিশু যা চল গ তো চল গ কিন্তু বাকি রাস্তা রাখ প্ররোচনা দি এক প্রজন্ম গ্যাপ ফাল দিচ্ছ যা জাতীর জন্য অপূরনী ক্ষতি হব ","75","4"
"political_comment"," সরক পিছু হটব না আপনা আশা গুড় বা হব অপূরনী ক্ষতি হ রক্ষ সম এখন আ মি নয়ন আপনি ভাল লিখ পার সুন্দর কৌশল কর শিশু রক্ষাকল্প ঘর ও বিদ্যাপিঠ ফের আহ্বান জানান আর প্ররোচনাকারী ভ্রান্ত পথ হ টান তুলুন বিলম্ব শুভ হব না কথা বল সময় এক ফোড় অসময় দশ ফোড় এ সূফল দে না ","56","4"
"political_comment"," তৃতীয় কোন ন্যায় পথ অবলম্বনকারী কারী শক্তির আশা কি আম কর পারিনা? ","12","5"
"political_comment"," কি য ভাব না আপনা নিজে মিয়া চাম চামি বাদদ দাশ শেখ হাসিনা আর খালেদা ছাড়া দেশ চালানোর মত শক্তি আ সেনাবাহীনি কি ঘোড় ঘাস কাট নাকি মিয়া সাধারন জনগন চা সেনাবাহীনি দেশ চালাক সেনাশাসন সুধু চোর দের পছন্দ হ না আর সব হ ","44","4"
"political_comment"," গনতন্র এবং সি আ এ এর চাল ","7","2"
"hate_speech"," এ শালা নিজ ১০০ ফেইক সাহস থাকল নিজ আসল পরিচ দি আ ডি খুল তারপর পোস্ট করো আয়না আগ নিজ চেহা দেখো ভুল বানর সামন যেওনা কারন ও তোমা ছাড়বেনা @ ","29","4"
"religious_hatred"," ঠিক আ আমি অফ গেলামতু শাল পুত অন থাক তোর বাবা ও মালুর পরিচ দি আ ডি খুল কেনো ","20","3"
"hate_speech"," হ পারেনা স হ তোর আব্বু ","6","4"
"hate_speech"," তর মায় ভাত ন কেন? ","5","3"
"hate_speech"," বাব্বার আবালড তো দেখ অনেক ভক্ত! য বি ত খবর ন পাড়া পড়শির ঘুম ন নয়ন বলল আপনা এত জ্বল কেনো? ","21","4"
"hate_speech"," চ শিল্প প্রয়োগ ত আলাদা প্লাটফর্ম জন্য বরাদ্য থাক কথা ","11","4"
"hate_speech"," পাইক্ক বীজ ","2","6"
"political_comment"," মো মাযহারুল কবির তুহিন মীর জাফর ভর দেশ ","8","4"
"political_comment"," ষড়যন্ত্র চল ","2","6"
"political_comment"," দেশ সব চিবি চুষ ","4","5"
"political_comment"," চাট চাট খা ","3","5"
"hate_speech"," যাইহোক কমেন্টস পড় বুঝলাম অনেক শরীর জ্বালা পোড়া শুরু হ গি কিন্তু এ কা ??? ","15","4"
"political_comment"," আমেরিকা পন্থী আওয়ামীলীগ সাথ সরকার অনেক আগ থ রেষারেষি বার্নিকাট গাড়ি হামলা আমেরিকা পন্থী হত্যাসহ বিভিন্ন কারণ আমেরিকা হাসিনা সরানোর ফন্দি কর তা এ আন্দোলন য সিআইএ ত ঢালব তা সন্দেহ কিছু না ","33","5"
"political_comment"," কিন্তু আফসোস আমেরিকা ভারত সম্ভবত ঘুরেফির এ রাখব সরকারে! ","9","5"
"political_comment"," হাসিনা গাল খালেদা আসব ভ পাওয় কি আছেবুঝতে নাদাশ কি ভারতী বা আমেরিকান আর্মি পাঠাব ","15","5"
"political_comment"," পুলিশ সাথ অস্ত্র আর লাঠি নি এ কারা?? আইন হা তুল নেওয় লাইসেন্স এ ক দিয়েছে??? ","16","4"
"political_comment"," ছেল বাবা কে ছেল বাবা কে যত বড় ক্ষমতাবান রাষ্ট্রপ্রধান ছিলো বিশ্ব মাঝ তারাওপ্রিথিবীর কোথা শ্বৈরস্বাষক হিসাব টি থাক পারেনা আর হাসিনা তা তুলনা লুম্ব সমান ন এ জন্য আগ থেকেই… ","29","5"
"political_comment"," আওয়ামী শাসনাধীন অবস্থা যদি সিআইএর এনজি সমুহ অবাধ কার্যক্রম কর পার তাহল ক আব তা সরকার বিরুদ্ধ ইন্ধন যোগাবে? ","19","5"
"political_comment"," স্বাধীনত ৪৬ বছর পর আজ বাংল মা কেমন জানি পরাধীনত গন্ধ পা যা ","13","4"
"political_comment"," ‌৩ সি‌ নির্বাচ‌ন ভয়াবহ ভোট কারসা‌জি ধামাচাপা দেওয় জন্য এক ইস্যুর দরক ছিল সরকা‌র আর স ইস্যু‌ তৈ‌রির খল নায়ক ছিল জুতা মন্ত্রী শাহজাজান বাল আসল নায়ক ছিল লে‌ডি হিটল হা‌সিনা আর ব্লু-‌প্রিন্ট তৈ‌রির কাজ ক‌রে‌ রে‌ন্ডিয় গো‌য়েন্দা সংস্থা র ","40","5"
"political_comment"," জুতা শ‌াহজাহা‌ন প্লান ম‌ ত শাল কোম্পা‌নির গাড়ীর ড্রাইভার‌ এ দি‌ এ হত্যাকান্ড ঘটা‌নো হ‌য়ে‌ ব‌ল প্র‌তিয়মান হ ","18","6"
"political_comment"," জুতা শাহজাহান বক্র বিদ্রুপাত্মক হা‌সি ছিল পুরা প‌রিক‌ল্পিত প‌রি‌স্থি‌তি ঘোলা‌ট তৈরর উপাদান মাত্র তা‌ প‌রিকল্পনা অনুযায়ী দুচ দিন এ আ‌ন্দোলন চা‌লি‌ নেওয় প্লান ছিল ‌কিন্তু বি‌ধি বাম প‌রি‌স্থি‌তি সরকা‌র নিয়ন্ত্র‌ন বা‌হি‌র চ‌ল গে‌ছিল য কার‌ন আ‌ন্দোলন সামাল দি‌ সরকা‌র হিম‌শিম খে‌ হ সরক পু‌রোপু‌রি সফল না হ‌ল আং‌শিকভা‌ব সফল যা ধামাচাপা দি‌ এ নির্মম হত্যাকান্ড ঘটা‌নো হ‌য়ে‌ তা‌ পরোপু‌রি সফল কিন্তু ঘটনা নিয়ন্ত্র‌ন বা‌হি‌র চ‌ল যাওয়া সরকা‌র য‌থেষ্ট ভাবমু‌র্তি নষ্ট হ‌য়ে‌ যা তা কল্পনা ক‌রে‌নি ","75","6"
"political_comment"," মুলত এ কার‌ন জ‌ুতা মন্ত্রী শাহজাহান বাল চ্যা‌ট বাল ও ছি‌ড় না বহাল ত‌বিয়‌ র‌য়ে‌ সরক নি‌জ জ‌ড়িত য কার‌ন জুতা মন্ত্রীর বিরু‌দ্ধ কোন ব্যবস্থা নি‌ পা‌র নি এবং বে‌চ থাক‌ল দেখ‌বেস স ড্রাইভ ও প‌রিবহন কোম্পা‌নির ও চ্যা‌ট বল ও ছিড়‌ব না সবা জা‌মি‌ন ব হ‌ দি‌ব্ ঘুরা‌ফি কর‌ব ","50","5"
"hate_speech"," শেখ হাসিন এক পশম সমান যোগত্যা আপন ন সবকিছুর ভেতর দেশ বিক্রিরভারত সিআইএ আমেরিকা হইুদী জড়ি দি গুজব সৃষ্ কর ","20","5"
"inciteful"," আন্দোলন চলুক হাচুদির পতন না হ তক ","7","4"
"hate_speech"," দাদা ধরিয়া মৎস বেচিয়া গঞ্জ কিনিয়া গাজাবাকী কইলাম না ","9","5"
"hate_speech"," নয়ন ভা আপনি ষ্যাড় জাফর ইকবাল মত হ গে - এত লেট রিয়াক্ট কেন? ","14","3"
"hate_speech"," গভির জল মাছ তুমি নয়ন আমি বুঝে তুমি কি বল চাইছ!! আমি নিজ এ চিন্ ","15","4"
"inciteful"," উগ্রহিন্দু সিআইর নেটওয়ার্ক হ ","4","7"
"political_comment"," হাসিনা গাল খালেদা আসব ভ পাওয় কি আছেবুঝতে নাদাশ কি ভারতী বা আমেরিকান আর্মি পাঠাব ","15","5"
"political_comment"," দেখ ওয়ান এলেব এর ঘটনা ইউনুস ক রাজনীতি করা চে হিলারী তারপর দাশ এক পুরুষ শাসিত সরক দরক ","18","4"
"political_comment"," প্রি সাথী নয়ন চ্যাটার্জী আমি জানি তুমি চিরকাল সত্য পক্ষ এবং তথ্য দি সত্য তুল ধর জন্য তুমি সব প্রি তোম কথ জবাব দেওয় জন্য আমি কিন্তু মন্তব্য দীর্ঘায়িত করবো না সামান্য কয়েক কথা বল চা এক পাকিস্তান সৃষ্ য কারণ ক হয়েছ… ","45","13"
"communal_attack"," দেশ নেতা ভন্ডামির জন্য দেশ মুক্তিকামী মানুষ দায়ী ন সবা রাজনীতি নিজ স্বার্থ নি কাজ কর কালচ শুরু কর এ এখন জাতির রন্ধ্র রন্ধ্রে!আর ভারত হিন্দু সাথ বর্তমান সরকার যোগসাজশ থাক প্রমাণ অহরহ পা যা বলা য পারেমুসলমান আম এখনো অনেক পিছি আ হিন্দুইহুদীবাদী ষড়যন্ত্র মাঝ ","46","17"
"hate_speech"," রোহিংগা অবস্থা হ আর বাকি না আপনা ","7","15"
"political_comment"," আমি বলবোনা য আপনি ইসলাম আর মুসলিম সংগা বুঝেননা আমি বলবোনা য আপনি জিন্নাহ আর গান্ধি এক মুদ্র এপিঠ ওপিঠ সে বুঝেননা ","22","13"
"communal_attack"," আমি বলবোনা য ভারত আর বাংলাদেশ মুসলমান মধ্য আকাশ পাতাল পার্থক্য তব এতোটুকু বলবো বর্তমান ভারত মুসলমান হিন্দু চা খারাপ আখলাক সহ বেশকিছু মুসলমান যখন কচুকা করলো তখন আপনা ম সেকুল মার্কা মুসলিম চেতন দন্ড নেতি ছিলো মন হ যা হোক কথা বারাবোনা ফিনিশিং বলবো পারব ঐ হিন্দু ক্ষমা কর য আপন মা রেপ করেছে? য আপন ছেল কলিজা চিড় খেয়েছে? ধুক্কু ভুল গেছিলাম আপনা হলো গি ভারতী সেকুল মুসলমান ","70","15"
"inciteful"," মোদি হাসিনা এক মুদ্র এপিঠ ওপিঠ নির্বাচন প্রহসন পরিনত কিভাব কর হ উভ খুব ভাল কর জান পার্থক্য হল- মোদির প্রহসন বিরুদ্ধ ভারতী সোচ্চ কিন্তু বাংলাদেশী কি স্বৈরাচারি হাসিন বিপক্ষ সোচ্চ হ পেরেছে? মুখব মুখ দেখানোর জন্য কিন্তু একজন প্রতিবাদী বাংলাদেশী ভা মুখব এ মুখ দেখা পারছ না ক বল পার কি? আপনা আমা জন্য যত চিন্তিত তারচা কয়েকগুন বেশি চিন্তিত তোমা নি মর্দ মুজাহিদ য ভাব ফাঁসি ঝোলানো বা খুন ক হ তা দাখ হৃদয় বার বার ভারক্রান্ত হ যা ","87","14"
"political_comment"," ধন্যবাদ সানাউল্লাহ মোদির বিরুদ্ধ আপনা ৭০ সোচ্চ হ কি আর ৭০০ সোচ্চ হ কি মুসলমান য বীর জাতি সে প্রমান কর পারছেন? পারছ আপন ভাইয় হত্যাকারী বিচ করতে? ","28","15"
"political_comment"," আসল দাদা আম মন হ আপনি যেদি আলোচনা কর চাইছ সে আম আলোচন বিষ ছিলো না আমি বলিনি পাকিস্তান সৃষ্ হ ইসলামীক মুভমেন্ট জন্য যদি পাকিস্তান স কারণ সৃষ্ হতো তব নিশ্চ সে জিন্নাহ’র মত লোক হা নেতৃত্ব থাক না ","40","14"
"inciteful"," আমি এক কথা স্পষ্ট কর বলে তা হলো মুসলমান জন্য পৃথক রাষ্ট্র যেখান রাষ্ট্র সব সুযোগ সুবিধা মুসলমান ভোগ করব বাংলাদেশ ও পাকিস্তান ক্ষেত্র সে হ কিন্তু ভ ধর্মনিরপেক্ষ রাষ্ট্র কথা বলা হল সেখান সব সুবিধা হিন্দু ভোগ কর কারণ হিন্দু অসাম্প্রদায়িক ন তা কট্টর সাম্প্রদায়িক কংগ্রেস অসাম্প্রদায়িকতা বলল নেহেরু স্বাধীনত মাত্র ১ বছর পর ১৯৪৮ সাল হায়দ্রাবাদ গণহত্যা চালা আপনি য তৃণমূল কর স তৃণমূল নেত্রী মমতা কিন্তু ২০০২ সাল গুজরাট গণহত্য সম মোদির সাপোর্ট ছিলো ","77","16"
"inciteful"," আমি আপনা বলিনি আপনা ইসলামী খিলাফত কর হব আমি বলে মুসলমান আর হিন্দু সাথ এক থাকা সম্ভব ন এজন্য মুসলমান পৃথক রাষ্ট্র দা তুলুক প্রয়োজন সংগ্রাম করুন কেউ কেউ বল ভারত মুসলমান বিচ্ছিন্ন অবস্থা থা মান নিলাম এক্ষেত্র প্রত্যেক এলাক মুসলিম নেতা বা প্রধান একত্র হ মিটিং করুক কি ক যা প্রস্তাব দিক নীতিগতভাব এক হ সব এলাকা বিদ্রোহ শুরু করুক কৌশল অবলম্বন করুক আমি নিশ্চিত সা বিশ্ব মুসলমান আপনা সার্পোট দিব আর বাংলাদেশ মুসলমান তো অবশ্য দিব বাংলাদেশ আওয়ামী সরক হয়ত কিছূ বাধা সৃষ্ কর পার কিন্তু বাংলাদেশী আপনি চেন না তা প্রয়োজন সীমান্ত প হ আপনা সাহায্য করব তাছাড়া আম মন হ ভারত সরক নি সন্দাহ বিপদ একদি ত পাকিস্তান অন্যদি চীন বাংলাদেশ শুধূ সরক ভারতপন্থী কিন্তু পুরো জনগণ এন্ ভারত হিন্দু সুতরাং আপনা স্বাধীনত চাইল প্রধান সাহায্য বাংলাদেশী থ পাব কিছু লাগব না শুধু চিকেনস নেক আট দিল মোদি সরক ম্যা ম্যা শুরু করব ","146","16"
"political_comment"," এখান কমেন্ট গুলো দাখ খুব হতাশ হলাম কোথা মুসলমান নিজে স্বার্থসংশ্লিষ্ট বিষ নি আলোচনা করব তা না কর ইতিহাস কোন মুসলিম নেতা কোন ভুল কর গিয় সে নি করছ ঝগড়া! ত মধ্য এ অন্য তু তুমি ক হচ্ছে!? এভাব হল কোন সমাধান হ… ","43","14"
"political_comment"," বাংলাদেশ পাকিস্তান থ বিচ্ছিন্ন হ চাইলো ভারত সর্বস্তর সমর্থন ও সহযোগিতা করলো কাশ্মীর গত বছর ধর স্বাধীনতা চাই বিনিম লক্ষাধিক মানুষ প্রাণ হারি বিশ্ব বিবেক নিশ্চুপ এরপর কি আত্মঘাতী সিদ্ধান্ত নেওয়া যায়? ","35","15"
"political_comment"," ১৯৪৭ যদি ভারত পাকিস্তান ভাগ না হ তাহল আজ বাংলাদেশ ভারত অংগরাজ্য থাক কিন্তু আফসুস পাকিস্তান এবং বাংলাদেশ ৪৭ লক্ষ্য ও উদ্দেশ্য বাস্তবায়ন কর ব্যর্থ হ য দায়ব শুধু উভয়দেশ সরকার ন জনগন উপর ও ভর্তা ","34","16"
"political_comment"," সানাউল্লাহ দাদা ইংরেজী এক প্রবাদ আছে- নো রিস্ক নো গেইন আপনি রিস্ক নিব না কিন্তু আরাম আয়াশ থাক চাইব সে হব না বাংলাদেশী য সাহায্য করুক বাংলাদেশী আসল মুক্তিযুদ্ধ সম রিস্ক নিয়েছিলো ৩০ লক্ষ লোক রক্ত দিয়েছিলো য সুফল তা আজ ভোগ কর তব কাশ্মীরী স্বাধীনতা প্রার্থন মধ্য গলদ ছিলো এ কারণ তা সুফল পায়নি আজ ভারতী মুসলমান স্বাধীনতা প্রত্যাসা করুক অনেক শক্তি দাড়ি যাব তা সাহায্য কর জন্য অন্তত বর্তমান আন্তর্জাতিক রাজনৈতিক পরিস্থিতি তা বল ","76","16"
"political_comment"," সানাউল্লাহ দাদা আপনা অনুরোধ করবো ভ মুসলমান প্রকৃত জনসংখ্যা আগ ব কর এ মুসমান এক রিবাট শক্তি অপরদি হিন্দু সব হিন্দু ন এর মধ্য শিখ জৈন অগ্নিউপাসকসহ অনেক ধর্ম লোক আ তাছাড়া হিন্দু নিজে মধ্য বহু গোত্র বিভক্ত এছাড়া পুরো ভ ২ হাজার উপর ভাষা চালু আ এ তা জন্য বিরাট সমস্যা ভ আর্মির মধ্য সমস্যা তা মূল শক্তি গোরখা ও শিখ তা উভ আলাদা গোরখা ল্যান্ড ও শিখ ল্যান্ড চা তা গণ্ডগোল এক লাগল সবা জাগ উঠব ","79","14"
"hate_speech"," ভা তুমি কাঠাল পাতা খা ","5","13"
"inciteful"," সানাউল্লাহ দাদা ভ যদি মুসলমান বিদ্রোহ শুরু কর তব আম মন হ পশ্চিমবঙ্গ প্রথম শুরু ক উচিত এর কয়েক কারণ ","20","14"
"inciteful","  পশ্চিমবঙ্গ এখন বিজেপির হা যায়নি ফল উগ্রহিন্দু অন্য স্টেট মত সক্রি ন ","12","17"
